HREKG,PRESS,ARTCO2,MINVOL,VENTALV,HRBP,INTUBATION,CVP,LVEDVOLUME,PULMEMBOLUS,EXPCO2,FIO2,INSUFFANESTH,HRSAT,SAO2,DISCONNECT,TPR,CATECHOL,LVFAILURE,ANAPHYLAXIS,PVSAT,STROKEVOLUME,VENTLUNG,MINVOLSET,VENTTUBE,ERRCAUTER,HYPOVOLEMIA,ERRLOWOUTPUT,BP,KINKEDTUBE,PCWP,HR,HISTORY,PAP,VENTMACH,SHUNT,CO
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,LOW,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,LOW,LOW,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,TRUE,LOW,HIGH,TRUE,FALSE,LOW,LOW,ZERO,NORMAL,ZERO,FALSE,FALSE,FALSE,LOW,FALSE,LOW,HIGH,TRUE,NORMAL,NORMAL,NORMAL,LOW
HIGH,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
LOW,LOW,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,HIGH,LOW,LOW,HIGH,HIGH,FALSE,TRUE,FALSE,NORMAL,FALSE,HIGH,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,ESOPHAGEAL,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,LOW,NORMAL,LOW,TRUE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,LOW,ZERO,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,FALSE,HIGH,LOW,HIGH,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
LOW,LOW,HIGH,ZERO,ZERO,LOW,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,TRUE,LOW,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,LOW,HIGH,ZERO,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,NORMAL,FALSE,ZERO,NORMAL,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,HIGH,NORMAL,LOW,HIGH,HIGH,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,NORMAL,NORMAL
HIGH,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,LOW,LOW,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,TRUE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,TRUE,NORMAL,NORMAL,NORMAL,HIGH
LOW,LOW,LOW,HIGH,HIGH,LOW,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,HIGH,LOW,LOW,NORMAL,HIGH,FALSE,TRUE,FALSE,NORMAL,FALSE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW
NORMAL,LOW,LOW,ZERO,ZERO,LOW,NORMAL,HIGH,HIGH,FALSE,ZERO,NORMAL,FALSE,LOW,LOW,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,TRUE,TRUE,FALSE,HIGH,FALSE,HIGH,NORMAL,FALSE,LOW,NORMAL,HIGH,NORMAL
LOW,NORMAL,HIGH,ZERO,ZERO,LOW,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,LOW,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,LOW,LOW,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
NORMAL,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,HIGH,TRUE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,LOW,NORMAL,ZERO,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,ZERO,FALSE,TRUE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,LOW,ZERO,HIGH,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
LOW,LOW,HIGH,ZERO,ZERO,LOW,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,TRUE,TRUE,FALSE,LOW,FALSE,HIGH,LOW,FALSE,HIGH,NORMAL,NORMAL,LOW
HIGH,ZERO,HIGH,LOW,LOW,HIGH,ESOPHAGEAL,LOW,LOW,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,TRUE,FALSE,LOW,LOW,ZERO,LOW,ZERO,FALSE,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,NORMAL
LOW,NORMAL,HIGH,ZERO,ZERO,LOW,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,LOW,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,NORMAL,FALSE,HIGH,NORMAL,NORMAL,NORMAL
HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,NORMAL,NORMAL,TRUE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,NORMAL,NORMAL,LOW,FALSE,TRUE,FALSE,HIGH,TRUE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
NORMAL,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,TRUE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,HIGH,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,HIGH,NORMAL,NORMAL,FALSE,FALSE,TRUE,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,TRUE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,LOW,LOW,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,TRUE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,LOW,FALSE,NORMAL,HIGH,TRUE,NORMAL,NORMAL,NORMAL,NORMAL
LOW,HIGH,HIGH,ZERO,ZERO,LOW,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,LOW,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,FALSE,HIGH,NORMAL,NORMAL,HIGH
HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,LOW,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,HIGH,HIGH,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,NORMAL,HIGH
HIGH,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,LOW
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
NORMAL,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,TRUE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,HIGH,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,HIGH,HIGH
HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,LOW,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,FALSE,LOW,NORMAL,FALSE,HIGH,HIGH,TRUE,LOW,HIGH,TRUE,FALSE,HIGH,LOW,LOW,NORMAL,ZERO,FALSE,FALSE,FALSE,LOW,FALSE,LOW,HIGH,TRUE,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,HIGH,NORMAL,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,HIGH,HIGH,FALSE,FALSE,TRUE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,NORMAL,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,LOW,LOW,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,TRUE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,LOW,HIGH,TRUE,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,ZERO,HIGH,ZERO,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,ZERO,FALSE,FALSE,TRUE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,LOW,LOW,FALSE,LOW,NORMAL,FALSE,LOW,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,HIGH,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,NORMAL,LOW
HIGH,HIGH,HIGH,ZERO,LOW,HIGH,ONESIDED,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,FALSE,HIGH,NORMAL,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,LOW,NORMAL,LOW,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,HIGH,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,HIGH,HIGH,TRUE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,NORMAL,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,NORMAL
NORMAL,ZERO,NORMAL,NORMAL,NORMAL,HIGH,ONESIDED,NORMAL,HIGH,FALSE,LOW,NORMAL,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,HIGH,TRUE,TRUE,FALSE,LOW,TRUE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,HIGH
LOW,HIGH,HIGH,ZERO,ZERO,LOW,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,LOW,LOW,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,NORMAL,FALSE,HIGH,NORMAL,NORMAL,NORMAL
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,HIGH,TRUE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,ZERO,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
NORMAL,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,LOW,ZERO,TRUE,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH
LOW,HIGH,HIGH,ZERO,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,ZERO,NORMAL,FALSE,LOW,LOW,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,TRUE,HIGH,TRUE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,HIGH,HIGH,HIGH,LOW,HIGH,ONESIDED,LOW,NORMAL,FALSE,HIGH,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,HIGH,HIGH,HIGH,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,HIGH
HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,ZERO,NORMAL,FALSE,HIGH,HIGH,TRUE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,ZERO,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
LOW,HIGH,NORMAL,NORMAL,NORMAL,LOW,ONESIDED,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,LOW,LOW,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,HIGH,LOW
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,LOW,LOW,LOW,ESOPHAGEAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,LOW,ZERO,NORMAL,LOW,FALSE,TRUE,FALSE,HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,TRUE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,HIGH,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,ZERO,HIGH,LOW,LOW,HIGH,ESOPHAGEAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,TRUE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,ZERO,FALSE,FALSE,FALSE,LOW,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,HIGH,TRUE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,ZERO,FALSE,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,LOW,HIGH,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,HIGH,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,TRUE,LOW,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,ZERO,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
HIGH,HIGH,HIGH,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,FALSE,FALSE,FALSE,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH
LOW,ZERO,NORMAL,NORMAL,NORMAL,LOW,ONESIDED,NORMAL,NORMAL,FALSE,LOW,NORMAL,TRUE,NORMAL,LOW,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,LOW,TRUE,FALSE,FALSE,HIGH,TRUE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,HIGH,NORMAL
